"Genome","HMM.Profile","Trimmed.Profile","Substrates","Source","E.Value","Coverage","HMM.Profile.Number"
"MH8C-FAA","GH38","GH38","alpha-mannan, host glycan","animal","1e-29","0.527881040892",38
"MH8C-FAA","GH77","GH77","starch","starch","1e-147","0.98987854251",77
"MH8C-FAA","GH13_46","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2.9e-140","0.993788819876",13
"MH8C-FAA","GH179","GH179","chitin",NA,"8.4e-23","0.523668639053",179
"MH8C-FAA","GH29","GH29","host glycan","plant,animal,mucin","1.5e-102","0.92774566474",29
"MH8C-FAA","GH133","GH133","glycogen",NA,"1.4e-79","0.983870967742",133
"MH8C-FAA","GH57","GH57","alpha-galactan, alpha-glucan, beta-glucan, starch","starch","1.4e-63","0.804177545692",57
"MH8C-FAA","GH78","GH78","alpha-rhamnoside, pectin","plant","3.9e-89","0.974206349206",78
"MH8C-FAA","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.2e-63","0.972222222222",3
"MH8C-FAA","GH37","GH37","trehalose",NA,"3.4e-89","0.820773930754",37
"MH8C-FAA","GH78","GH78","alpha-rhamnoside, pectin","plant","1.6e-115","0.992063492063",78
"MH8C-FAA","GH23","GH23","chitin, peptidoglycan","pg","1.2e-23","0.837037037037",23
"MH8C-FAA","GH32","GH32","fructan","sucrose","2.2e-91","0.976109215017",32
"MH8C-FAA","GH13_28","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","8.5e-97","0.993031358885",13
"MH8C-FAA","GH23","GH23","chitin, peptidoglycan","pg","3.2e-27","0.822222222222",23
"MH8C-FAA","GH32","GH32","fructan","sucrose","8.3e-88","0.982935153584",32
"MH8C-FAA","GH147","GH147","beta-galactan",NA,"2.5e-283","0.986519607843",147
"MH8C-FAA","GH53","GH53","arabinogalactan protein","plant","2.8e-94","0.900584795322",53
"MH8C-FAA","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.4e-107","0.722074468085",2
"MH8C-FAA","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","4.1e-93","0.61170212766",2
"MH8C-FAA","GH125","GH125","alpha-mannan",NA,"2e-184","0.997512437811",125
"MH8C-FAA","GH31_1","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"8.7e-163","0.995525727069",31
"MH8C-FAA","GH163","GH163","host glycan",NA,"1.2e-99","0.996015936255",163
"MH8C-FAA","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.2e-64","0.976851851852",3
"MH8C-FAA","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","3.7e-58","0.982608695652",16
"MH8C-FAA","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","3.3e-211","0.99273255814",36
"MH8C-FAA","GH97","GH97","alpha-glucan",NA,"9.4e-209","0.990491283677",97
"MH8C-FAA","GH97","GH97","alpha-glucan",NA,"4.2e-256","0.988906497623",97
"MH8C-FAA","GH66","GH66","alpha-glucan","dextran","1.8e-184","0.996402877698",66
"MH8C-FAA","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3e-210","0.970744680851",2
"MH8C-FAA","GH109","GH109","host glycan","animal","8.7e-168","0.992481203008",109
"MH8C-FAA","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","4.1e-105","0.720744680851",2
"MH8C-FAA","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","1.8e-232","0.987534626039",95
"MH8C-FAA","GH27","GH27","alpha-galactan, arabinogalactan protein, host glycan, raffinose, starch","plant","9.3e-16","0.965065502183",27
"MH8C-FAA","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","2.2e-207","0.991279069767",36
"MH8C-FAA","GH92","GH92","host glycan","animal","1.1e-180","0.983706720978",92
"MI-FAA7","GH23","GH23","chitin, peptidoglycan","pg","2.7e-24","0.874074074074",23
"MI-FAA7","GH23","GH23","chitin, peptidoglycan","pg","2.3e-23","0.814814814815",23
"MI-FAA7","GH128","GH128","beta-glucan",NA,"3.4e-53","0.888392857143",128
"MI-FAA7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","6.7e-70","0.981481481481",3
"MI-FAA7","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","3.1e-62","0.995652173913",16
"MI-FAA7","GH13_28","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","4.3e-101","0.993031358885",13
"MI-FAA7","GH64","GH64","beta-glucan","fungal","5e-64","0.991825613079",64
"MI-FAA7","GH171","GH171","peptidoglycan",NA,"6.2e-126","0.997183098592",171
"MI-FAA7","GH13_5","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","3.4e-145","0.991228070175",13
"MI-FAA7","GH87","GH87","alpha-glucan","dextran","1.6e-30","0.475711892797",87
"MI-FAA7","GH77","GH77","starch","starch","3.8e-146","0.985829959514",77
"MI-FAA7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.1e-68","0.976851851852",3
"MI-FAA7","GH13_28","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.2e-67","0.989547038328",13
"MI-FAA7","GH31","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"7.7e-118","0.995316159251",31
"MI-FAA7","GH144","GH144","beta-glucan",NA,"7.7e-190","0.992574257426",144
"MI-FAA7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.5e-71","0.986111111111",3
"MI-FAA7","GH66","GH66","alpha-glucan","dextran","7.5e-157","0.992805755396",66
"MI-FAA7","GH25","GH25","peptidoglycan","pg","4.4e-44","0.994350282486",25
"MI-FAA7","GH13_42","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","4.6e-154","0.9975",13
"MI-FAA7","GH24","GH24","peptidoglycan","pg","1.3e-16","0.817518248175",24
"MI-FAA7","GH27","GH27","alpha-galactan, arabinogalactan protein, host glycan, raffinose, starch","plant","4.8e-35","0.96943231441",27
"MI-FAA7","GH97","GH97","alpha-glucan",NA,"2.3e-248","0.980982567353",97
"MI-FAA7","GH13_14","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","9.3e-119","0.996539792388",13
"MI-FAA7","GH13_37","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","5.2e-93","0.984076433121",13
"MI-FAA7","GH108","GH108","peptidoglycan","pg","7.2e-23","0.96511627907",108
"MI-FAA7","GH105","GH105","pectin, ulvan","animal","5.9e-21","0.80421686747",105
"MI-FAA7","GH81","GH81","beta-glucan","fungal","1.4e-118","0.972668810289",81
"MI-FAA7","GH13_47","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","5.1e-101","0.987179487179",13
"MI-FAA7","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","5.4e-58","0.982608695652",16
"MI-FAA7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","8.5e-65","0.976851851852",3
"MI-FAA7","GH13_6","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","6.4e-68","0.951048951049",13
"MI-FAA7","GH13_8","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.5e-165","0.99375",13
"MI-FAA7","GH13_42","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","6.5e-162","0.9975",13
"MI-FAA7","GH133","GH133","glycogen",NA,"5.9e-78","0.975806451613",133
"MI-FAA7","GH57","GH57","alpha-galactan, alpha-glucan, beta-glucan, starch","starch","8.1e-61","0.804177545692",57
"MI-FAA7","GH97","GH97","alpha-glucan",NA,"2.1e-238","0.985736925515",97
"MI-FAA7","GH13_48","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.1e-121","0.989399293286",13
"MI-FAA7","GH43_28","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.5e-108","0.988679245283",43
"MI-FAA7","GH13_46","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2.7e-136","0.990683229814",13
"MI-FAA7","GH13_38","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2.5e-166","0.99460916442",13
"MI-FAA7","GH31","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"4.2e-115","0.997658079625",31
"MI-FAA7","GH32","GH32","fructan","sucrose","3.1e-61","0.996587030717",32
"MI-FAA7","GH32","GH32","fructan","sucrose","3.7e-90","0.986348122867",32
"MI-GAM7","GH28","GH28","pectin","plant","1.1e-31","0.753846153846",28
"MI-GAM7","GH35","GH35","beta-galactan, chitin, pectin",NA,"2e-30","0.537459283388",35
"MI-GAM7","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"3.5e-103","0.986798679868",10
"MI-GAM7","GH43_1","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.6e-145","0.983713355049",43
"MI-GAM7","GH67","GH67","xylan","plant","3.3e-253","0.902840059791",67
"MI-GAM7","GH5_42","GH5","arabinan, arabinogalactan protein, beta-glucan, beta-glycan, beta-mannan, cellulose, chitin, chitosan, glycolipid, polyphenol, xylan, xyloglucan","plant,fungal","1.8e-19","0.75",5
"MI-GAM7","GH25","GH25","peptidoglycan","pg","5.4e-44","0.971751412429",25
"MI-GAM7","GH23","GH23","chitin, peptidoglycan","pg","6.2e-26","0.881481481481",23
"MI-GAM7","GH28","GH28","pectin","plant","1.5e-69","0.926153846154",28
"MI-GAM7","GH92","GH92","host glycan","animal","4.5e-182","0.993890020367",92
"MI-GAM7","GH89","GH89","host glycan","animal,mucin","3.8e-256","0.995475113122",89
"MI-GAM7","GH182","GH182","arabinogalactan",NA,"2.8e-30","0.911392405063",182
"MI-GAM7","GH27","GH27","alpha-galactan, arabinogalactan protein, host glycan, raffinose, starch","plant","6.9e-64","0.982532751092",27
"MI-GAM7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.6e-63","0.981481481481",3
"MI-GAM7","GH179","GH179","chitin",NA,"5.8e-16","0.491124260355",179
"MI-GAM7","GH43_19","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.2e-75","0.978165938865",43
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3e-113","0.581117021277",2
"MI-GAM7","GH24","GH24","peptidoglycan","pg","3.2e-17","0.934306569343",24
"MI-GAM7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.3e-66","0.976851851852",3
"MI-GAM7","GH97","GH97","alpha-glucan",NA,"2.1e-173","0.992076069731",97
"MI-GAM7","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"8.9e-163","0.995402298851",31
"MI-GAM7","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.4e-114","0.996402877698",43
"MI-GAM7","GH105","GH105","pectin, ulvan","animal","2e-76","0.978915662651",105
"MI-GAM7","GH154","GH154","arabinogalactan protein",NA,"6.1e-106","0.997126436782",154
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.4e-120","0.707446808511",2
"MI-GAM7","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.6e-74","0.826568265683",43
"MI-GAM7","GH43_35","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.8e-103","0.993442622951",43
"MI-GAM7","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","2.2e-257","0.986149584488",95
"MI-GAM7","GH97","GH97","alpha-glucan",NA,"2.4e-169","0.987321711569",97
"MI-GAM7","GH51_1","GH51","arabinan, beta-glucan, xylan","plant","1.2e-170","0.991525423729",51
"MI-GAM7","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","8.2e-179","0.990804597701",51
"MI-GAM7","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.2e-89","0.993769470405",43
"MI-GAM7","GH13_8","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2.7e-162","0.99375",13
"MI-GAM7","GH78","GH78","alpha-rhamnoside, pectin","plant","2.7e-154","0.994047619048",78
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.4e-216","0.962765957447",2
"MI-GAM7","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.4e-82","0.993769470405",43
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.7e-215","0.972074468085",2
"MI-GAM7","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","1.2e-136","0.995402298851",51
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","4.4e-118","0.70079787234",2
"MI-GAM7","GH43_7","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.2e-154","0.9963099631",43
"MI-GAM7","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.1e-106","0.992805755396",43
"MI-GAM7","GH43_2","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3e-130","0.996389891697",43
"MI-GAM7","GH8","GH8","beta-glucan, cellulose, chitosan, xylan","plant,fungal","1.9e-80","0.928125",8
"MI-GAM7","GH25","GH25","peptidoglycan","pg","4e-42","0.994350282486",25
"MI-GAM7","GH51_1","GH51","arabinan, beta-glucan, xylan","plant","3.9e-140","0.991525423729",51
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.9e-95","0.615691489362",2
"MI-GAM7","GH133","GH133","glycogen",NA,"1.5e-91","0.983870967742",133
"MI-GAM7","GH57","GH57","alpha-galactan, alpha-glucan, beta-glucan, starch","starch","8.7e-63","0.809399477807",57
"MI-GAM7","GH127","GH127","arabinogalactan protein, carrageenan, pectin",NA,"2.2e-212","0.998091603053",127
"MI-GAM7","GH97","GH97","alpha-glucan",NA,"2.8e-186","0.992076069731",97
"MI-GAM7","GH127","GH127","arabinogalactan protein, carrageenan, pectin",NA,"9.9e-211","0.998091603053",127
"MI-GAM7","GH31_16","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"1.1e-229","0.997679814385",31
"MI-GAM7","GH23","GH23","chitin, peptidoglycan","pg","8.5e-21","0.814814814815",23
"MI-GAM7","GH39","GH39","beta-galactan, beta-glucan, cellulose, host glycan, xylan","plant","9.8e-98","0.877030162413",39
"MI-GAM7","GH115","GH115","arabinogalactan protein, xylan","plant","3.2e-268","0.997130559541",115
"MI-GAM7","GH35","GH35","beta-galactan, chitin, pectin",NA,"8.3e-119","0.990228013029",35
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","6.6e-103","0.510638297872",2
"MI-GAM7","GH13_14","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.4e-77","0.539792387543",13
"MI-GAM7","GH13_14","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.2e-35","0.449826989619",13
"MI-GAM7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","9.1e-71","0.976851851852",3
"MI-GAM7","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.2e-98","0.99593495935",43
"MI-GAM7","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","4e-62","0.995652173913",16
"MI-GAM7","GH13_28","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","2.3e-108","0.989547038328",13
"MI-GAM7","GH77","GH77","starch","starch","1.9e-146","0.983805668016",77
"MI-GAM7","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","9e-48","0.995652173913",16
"MI-GAM7","GH92","GH92","host glycan","animal","1.7e-160","0.995926680244",92
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.8e-110","0.614361702128",2
"MI-GAM7","GH31_3","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"1.3e-72","0.95337995338",31
"MI-GAM7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.3e-52","0.976851851852",3
"MI-GAM7","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","1.3e-149","0.993103448276",51
"MI-GAM7","GH13_47","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.9e-106","0.987179487179",13
"MI-GAM7","GH29","GH29","host glycan","plant,animal,mucin","3.3e-103","0.976878612717",29
"MI-GAM7","GH23","GH23","chitin, peptidoglycan","pg","4.7e-28","0.82962962963",23
"MI-GAM7","GH43_2","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.2e-128","0.992779783394",43
"MI-GAM7","GH92","GH92","host glycan","animal","1.3e-166","0.985743380855",92
"MI-GAM7","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"7.2e-176","0.997701149425",31
"MI-GAM7","GH43_28","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.4e-106","0.977358490566",43
"MI-GAM7","GH43_2","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.5e-128","0.992779783394",43
"MI-GAM7","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.1e-67","0.981481481481",3
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","9.3e-92","0.679521276596",2
"MI-GAM7","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","2.3e-83","0.496010638298",2
"MI-GAM7","GH43_2","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3e-103","0.971119133574",43
"MI-GAM7","GH171","GH171","peptidoglycan",NA,"7.8e-110","0.997183098592",171
"MI-GAM7","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","2.1e-153","0.995402298851",51
