locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALLENOCK_02877	CDS	432				hypothetical protein
ALLENOCK_02878	CDS	1275				hypothetical protein
ALLENOCK_02879	CDS	756	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
ALLENOCK_02880	CDS	366				hypothetical protein
ALLENOCK_02881	CDS	225				hypothetical protein
ALLENOCK_02882	CDS	414				hypothetical protein
ALLENOCK_02883	CDS	1485	dinB_3	2.7.7.7		DNA polymerase IV
ALLENOCK_02884	CDS	399				hypothetical protein
ALLENOCK_02885	CDS	204				hypothetical protein
ALLENOCK_02886	CDS	234				hypothetical protein
ALLENOCK_02887	CDS	219				hypothetical protein
ALLENOCK_02888	CDS	288				hypothetical protein
ALLENOCK_02889	CDS	1170				hypothetical protein
ALLENOCK_02890	CDS	339				hypothetical protein
ALLENOCK_02891	CDS	1269				hypothetical protein
ALLENOCK_02892	CDS	1350				hypothetical protein
ALLENOCK_02893	CDS	360				hypothetical protein
ALLENOCK_02894	CDS	321				hypothetical protein
ALLENOCK_02895	CDS	972				hypothetical protein
ALLENOCK_02896	CDS	1779				hypothetical protein
ALLENOCK_02897	CDS	2058				hypothetical protein
ALLENOCK_02898	CDS	1074				hypothetical protein
ALLENOCK_02899	CDS	423				hypothetical protein
ALLENOCK_02900	CDS	2094	btuB_12			Vitamin B12 transporter BtuB
ALLENOCK_02901	CDS	1143				hypothetical protein
ALLENOCK_02902	CDS	1002	hmuU_2		COG0609	Hemin transport system permease protein HmuU
ALLENOCK_02903	CDS	753	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
ALLENOCK_02904	CDS	558				hypothetical protein
ALLENOCK_02905	CDS	1257	atoC_2		COG2204	Regulatory protein AtoC
ALLENOCK_02906	CDS	168				hypothetical protein
ALLENOCK_02907	CDS	426				hypothetical protein
ALLENOCK_02908	CDS	288				hypothetical protein
ALLENOCK_02909	CDS	1128				hypothetical protein
ALLENOCK_02910	CDS	3930	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
ALLENOCK_02911	CDS	2970	susC_6			TonB-dependent receptor SusC
ALLENOCK_02912	CDS	1614	susD			Starch-binding protein SusD
ALLENOCK_02913	CDS	1722				hypothetical protein
ALLENOCK_02914	CDS	1062	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
ALLENOCK_02915	CDS	2430		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
ALLENOCK_02916	CDS	1134	galK_2	2.7.1.6	COG0153	Galactokinase
ALLENOCK_02917	CDS	1032	lnpD	5.1.3.2		UDP-glucose 4-epimerase
ALLENOCK_02918	CDS	903				hypothetical protein
ALLENOCK_02919	CDS	1257	atoC_3		COG2204	Regulatory protein AtoC
ALLENOCK_02920	CDS	180				hypothetical protein
ALLENOCK_02921	CDS	1653				hypothetical protein
ALLENOCK_02922	CDS	1215				hypothetical protein
ALLENOCK_02923	CDS	630				hypothetical protein
ALLENOCK_02924	CDS	1290	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
ALLENOCK_02925	CDS	468				hypothetical protein
ALLENOCK_02926	CDS	1023				hypothetical protein
ALLENOCK_02927	CDS	1353				hypothetical protein
ALLENOCK_02928	CDS	126				hypothetical protein
ALLENOCK_02929	CDS	438				hypothetical protein
ALLENOCK_02930	CDS	792				hypothetical protein
ALLENOCK_02931	CDS	1242				hypothetical protein
ALLENOCK_02932	CDS	288				hypothetical protein
ALLENOCK_02933	CDS	216				hypothetical protein
ALLENOCK_02934	CDS	246				hypothetical protein
ALLENOCK_02935	CDS	2730				hypothetical protein
ALLENOCK_02936	CDS	1428		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
ALLENOCK_02937	CDS	825				hypothetical protein
ALLENOCK_02938	CDS	426				hypothetical protein
ALLENOCK_02939	CDS	639				hypothetical protein
ALLENOCK_02940	tRNA	74				tRNA-Lys(ctt)
ALLENOCK_02941	CDS	1272				hypothetical protein
ALLENOCK_02942	CDS	273				hypothetical protein
ALLENOCK_02943	CDS	186				hypothetical protein
ALLENOCK_02944	CDS	606	vraR_2			Response regulator protein VraR
ALLENOCK_02945	CDS	951	cysK	2.5.1.47		Cysteine synthase
ALLENOCK_02946	CDS	1236				hypothetical protein
ALLENOCK_02947	CDS	1398	guaD	3.5.4.3	COG0402	Guanine deaminase
ALLENOCK_02948	CDS	1212	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
ALLENOCK_02949	CDS	1398	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
ALLENOCK_02950	CDS	573	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
ALLENOCK_02951	CDS	999	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
ALLENOCK_02952	CDS	795	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
ALLENOCK_02953	CDS	723	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
ALLENOCK_02954	CDS	780	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
ALLENOCK_02955	CDS	1800	typA		COG1217	GTP-binding protein TypA/BipA
ALLENOCK_02956	CDS	582	rbr_3		COG1592	Rubrerythrin
ALLENOCK_02957	CDS	531				hypothetical protein
ALLENOCK_02958	CDS	642				hypothetical protein
ALLENOCK_02959	CDS	930	per1_2	3.5.2.6		Extended-spectrum beta-lactamase PER-1
ALLENOCK_02960	CDS	369	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
ALLENOCK_02961	CDS	387				hypothetical protein
ALLENOCK_02962	CDS	225				hypothetical protein
ALLENOCK_02963	CDS	546	sigE		COG1595	ECF RNA polymerase sigma factor SigE
ALLENOCK_02964	CDS	168				hypothetical protein
ALLENOCK_02965	CDS	363	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
ALLENOCK_02966	CDS	411				hypothetical protein
ALLENOCK_02967	CDS	321				hypothetical protein
ALLENOCK_02968	CDS	414		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
ALLENOCK_02969	CDS	570	def	3.5.1.88	COG0242	Peptide deformylase
ALLENOCK_02970	CDS	1686	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
ALLENOCK_02971	CDS	1392	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
ALLENOCK_02972	CDS	816	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
ALLENOCK_02973	CDS	444				hypothetical protein
ALLENOCK_02974	CDS	768	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
ALLENOCK_02975	CDS	408	xyl3A_2	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
ALLENOCK_02976	CDS	948				hypothetical protein
ALLENOCK_02977	CDS	1149	nedA_2	3.2.1.18		Sialidase
ALLENOCK_02978	CDS	165				hypothetical protein
ALLENOCK_02979	CDS	402				hypothetical protein
ALLENOCK_02980	CDS	930				hypothetical protein
ALLENOCK_02981	CDS	810	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
ALLENOCK_02982	CDS	420				hypothetical protein
ALLENOCK_02983	CDS	2097	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
ALLENOCK_02984	CDS	507	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
ALLENOCK_02985	CDS	228				hypothetical protein
ALLENOCK_02986	tRNA	90				tRNA-Ser(gga)
ALLENOCK_02987	tRNA	76				tRNA-Met(cat)
ALLENOCK_02988	CDS	555				hypothetical protein
ALLENOCK_02989	CDS	870				hypothetical protein
ALLENOCK_02990	CDS	654				hypothetical protein
ALLENOCK_02991	CDS	570				hypothetical protein
ALLENOCK_02992	CDS	669				hypothetical protein
ALLENOCK_02993	CDS	579				hypothetical protein
ALLENOCK_02994	CDS	381				hypothetical protein
ALLENOCK_02995	CDS	351				hypothetical protein
ALLENOCK_02996	CDS	474				hypothetical protein
ALLENOCK_02997	CDS	1719	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
ALLENOCK_02998	CDS	321				hypothetical protein
ALLENOCK_02999	CDS	2100				hypothetical protein
ALLENOCK_03000	CDS	1470	mrdB	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
ALLENOCK_03001	CDS	1866	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
ALLENOCK_03002	CDS	510				hypothetical protein
ALLENOCK_03003	CDS	861				hypothetical protein
ALLENOCK_03004	CDS	1020	mbl		COG1077	Cell shape-determining protein Mbl
ALLENOCK_03005	CDS	1527	purH		COG0138	Bifunctional purine biosynthesis protein PurH
ALLENOCK_03006	CDS	342				hypothetical protein
ALLENOCK_03007	CDS	678	rluD_3	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
ALLENOCK_03008	CDS	1329	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
ALLENOCK_03009	CDS	786				hypothetical protein
ALLENOCK_03010	CDS	1116				hypothetical protein
ALLENOCK_03011	CDS	618	dapH_4	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
ALLENOCK_03012	CDS	336				hypothetical protein
ALLENOCK_03013	CDS	369				hypothetical protein
ALLENOCK_03014	CDS	411				hypothetical protein
ALLENOCK_03015	CDS	1416				hypothetical protein
ALLENOCK_03016	tRNA	75				tRNA-Arg(ccg)
ALLENOCK_03017	CDS	675	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
ALLENOCK_03018	CDS	411				hypothetical protein
ALLENOCK_03019	CDS	1281				hypothetical protein
ALLENOCK_03020	CDS	615				hypothetical protein
ALLENOCK_03021	CDS	786	rl5	1.10.3.-		Polyphenol oxidase
ALLENOCK_03022	CDS	804	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
ALLENOCK_03023	CDS	318				hypothetical protein
ALLENOCK_03024	CDS	207				hypothetical protein
ALLENOCK_03025	CDS	1041				hypothetical protein
ALLENOCK_03026	CDS	594				hypothetical protein
ALLENOCK_03027	CDS	1461				hypothetical protein
ALLENOCK_03028	CDS	2403				hypothetical protein
ALLENOCK_03029	CDS	3378				hypothetical protein
ALLENOCK_03030	CDS	297				hypothetical protein
ALLENOCK_03031	CDS	1878				hypothetical protein
ALLENOCK_03032	CDS	189				hypothetical protein
ALLENOCK_03033	CDS	147				hypothetical protein
ALLENOCK_03034	CDS	639				hypothetical protein
ALLENOCK_03035	CDS	1011				hypothetical protein
ALLENOCK_03036	CDS	636				hypothetical protein
ALLENOCK_03037	CDS	321				hypothetical protein
ALLENOCK_03038	CDS	1191				hypothetical protein
ALLENOCK_03039	CDS	1011				hypothetical protein
ALLENOCK_03040	CDS	585				hypothetical protein
ALLENOCK_03041	CDS	693				hypothetical protein
ALLENOCK_03042	CDS	225				hypothetical protein
ALLENOCK_03043	CDS	1566				hypothetical protein
ALLENOCK_03044	CDS	1626				hypothetical protein
ALLENOCK_03045	CDS	1197				hypothetical protein
ALLENOCK_03046	CDS	1446	oprM_3		COG1538	Outer membrane protein OprM
ALLENOCK_03047	CDS	1125	bepF_2			Efflux pump periplasmic linker BepF
ALLENOCK_03048	CDS	360				hypothetical protein
ALLENOCK_03049	CDS	489				hypothetical protein
ALLENOCK_03050	CDS	513				hypothetical protein
ALLENOCK_03051	CDS	495				hypothetical protein
ALLENOCK_03052	CDS	1197				hypothetical protein
ALLENOCK_03053	CDS	456				hypothetical protein
ALLENOCK_03054	CDS	408				hypothetical protein
ALLENOCK_03055	CDS	492				hypothetical protein
ALLENOCK_03056	CDS	162				hypothetical protein
ALLENOCK_03057	CDS	411				hypothetical protein
ALLENOCK_03058	CDS	627				hypothetical protein
ALLENOCK_03059	CDS	1512				hypothetical protein
ALLENOCK_03060	CDS	708				hypothetical protein
ALLENOCK_03061	CDS	1341				hypothetical protein
ALLENOCK_03062	CDS	426				hypothetical protein
ALLENOCK_03063	CDS	759				hypothetical protein
ALLENOCK_03064	CDS	486				hypothetical protein
ALLENOCK_03065	CDS	315				hypothetical protein
ALLENOCK_03066	CDS	255				hypothetical protein
ALLENOCK_03067	CDS	768				hypothetical protein
ALLENOCK_03068	CDS	177				hypothetical protein
ALLENOCK_03069	CDS	189				hypothetical protein
ALLENOCK_03070	CDS	714				hypothetical protein
ALLENOCK_03071	CDS	330				hypothetical protein
ALLENOCK_03072	CDS	432				hypothetical protein
ALLENOCK_03073	CDS	762				hypothetical protein
ALLENOCK_03074	CDS	426				hypothetical protein
ALLENOCK_03075	CDS	1320				hypothetical protein
ALLENOCK_03076	CDS	711				hypothetical protein
ALLENOCK_03077	CDS	348				hypothetical protein
ALLENOCK_03078	CDS	930				hypothetical protein
ALLENOCK_03079	CDS	1437				hypothetical protein
ALLENOCK_03080	CDS	924				hypothetical protein
ALLENOCK_03081	CDS	429				hypothetical protein
ALLENOCK_03082	CDS	1818	ltrA		COG3344	Group II intron-encoded protein LtrA
ALLENOCK_03083	CDS	984				hypothetical protein
ALLENOCK_03084	CDS	684				hypothetical protein
ALLENOCK_03085	CDS	1209	xerC_17			Tyrosine recombinase XerC
ALLENOCK_03086	CDS	975	xerC_18			Tyrosine recombinase XerC
ALLENOCK_03087	CDS	1047	xerD_5		COG4974	Tyrosine recombinase XerD
ALLENOCK_03088	CDS	396				hypothetical protein
ALLENOCK_03089	CDS	489				hypothetical protein
ALLENOCK_03090	CDS	387				hypothetical protein
ALLENOCK_03091	CDS	957				hypothetical protein
ALLENOCK_03092	CDS	747				hypothetical protein
ALLENOCK_03093	CDS	564				hypothetical protein
ALLENOCK_03094	CDS	231				hypothetical protein
ALLENOCK_03095	CDS	1554				hypothetical protein
ALLENOCK_03096	CDS	2199				hypothetical protein
ALLENOCK_03097	CDS	1710				hypothetical protein
ALLENOCK_03098	CDS	1686				hypothetical protein
ALLENOCK_03099	CDS	330				hypothetical protein
ALLENOCK_03100	CDS	1044				hypothetical protein
ALLENOCK_03101	CDS	1155				hypothetical protein
ALLENOCK_03102	CDS	804	xerC_19			Tyrosine recombinase XerC
ALLENOCK_03103	CDS	483				hypothetical protein
ALLENOCK_03104	CDS	1341			COG3385	IS4 family transposase ISUnCu6
ALLENOCK_03105	CDS	486				hypothetical protein
ALLENOCK_03106	CDS	321				hypothetical protein
ALLENOCK_03107	rRNA	1204				23S ribosomal RNA (partial)
ALLENOCK_03108	CDS	1101				ISAs1 family transposase ISPg6
ALLENOCK_03109	CDS	624				hypothetical protein
ALLENOCK_03110	CDS	321				hypothetical protein
ALLENOCK_03111	rRNA	1157				23S ribosomal RNA (partial)
ALLENOCK_03112	rRNA	1106				16S ribosomal RNA (partial)
ALLENOCK_03113	CDS	600				hypothetical protein
ALLENOCK_03114	CDS	576			COG3039	IS5 family transposase ISBf6
ALLENOCK_03115	CDS	606				IS982 family transposase IS195
ALLENOCK_03116	CDS	111				hypothetical protein
ALLENOCK_03117	CDS	309				hypothetical protein
ALLENOCK_03118	CDS	156				hypothetical protein
ALLENOCK_03119	CDS	243				hypothetical protein
ALLENOCK_03120	tRNA	75				tRNA-Ala(tgc)
ALLENOCK_03121	CDS	372	recD2_4	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
ALLENOCK_03122	tRNA	75				tRNA-Ile(gat)
	repeat_region	148				
ALLENOCK_03123	tRNA	70				tRNA-Arg(acg)
ALLENOCK_03124	tRNA	70				tRNA-Arg(acg)
